Project Name,Owner,Developer,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C of O Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount, of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
South Shore Disctrict Apartments (South Shore PUD),Grayco Town Lake Investment 2007 L.P.,Grayco Partners,1333 Shore District Drive,78741,4,Low,1/4 Mile,500,13,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,4/16/2014 0:00,40,4/16/1954 0:00,12/17/2009,4/16/2014,"$2,038,666.00 ",,0,0,0,13,0,0,0,487,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.243504999999999, -97.727182999999997)"
Sunfield PUD,,"A&M Option 541, LP",1901 Turnersville Road,78610,,Very Low,Neither,1751,175,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,,,$0.00 ,,0,0,0,175,0,0,0,1576,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.088615000000001, -97.773263999999998)"
Heights on Parmer Phase Two,"Pedcor Investments-2016-CLVIII, LP","Pedcor Investments-2016-CLVIII, LP",1524 Parmer Lane,78753,7,,Neither,80,80,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,8/25/2016,,$0.00 ,,0,0,0,80,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.389023000000002, -97.651359999999997)"
Sunfield PUD,,"A&M Option 541, LP",1901 Turnersville Road,,78610,Very Low,Neither,1165,117,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,40,,,,$0.00 ,,0,0,0,0,0,117,0,1048,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.088729000000001, -97.773354999999995)"
Broadstone at the Lake,"Alliance Residential Holdings, LLC",Bury & Partners,422 W Riverside Drive,78704,9,Very Low,1/4 Mile,240,0,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,,0,,,,"$23,250.60 ",7/10/2015 0:00,0,0,0,0,0,0,0,240,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.259685000000001, -97.748746999999995)"
Estancia Hill Country PUD,SLF III Onion Creek LP,"Estancia Villas, LLC",12814 IH-35 S,78652,,High,Neither,741,74,Multifamily,Developer Incentive,Rental,Site Plan Approved / Project Underway,,40,,,,$0.00 ,,0,0,0,74,0,0,0,667,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.115791999999999, -97.806038999999998)"
Estancia Hill Country PUD,SLF III Onion Creek LP,"Estancia Villas, LLC",12814 IH-35 S,78652,5,High,Neither,1550,155,Single Family,Developer Incentive,Ownership,Site Plan Approved / Project Underway,,40,,,,$0.00 ,,0,0,0,0,0,155,0,1395,0,,No,No,No,No,No,Yes,No,No,No,No,"(30.115727, -97.805985000000007)"
Austin Affordable Corporation - ThinkEast PUD,ThinkEast Austin MGT,ThinkEast Austin MGT,1141 Shady Lane,78721,3,Very Low,1/2 Mile,182,182,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,10,,2/17/2016,,$0.00 ,,0,0,0,182,0,0,0,0,0,,No,No,No,No,No,Yes,Yes,No,No,No,"(30.262599999999999, -97.690776)"
Highland Homes - Section 1A,Carma Easton LLC,Carma Easton LLC,,,,Very Low,Neither,56,0,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,8/31/2016,,$0.00 ,,0,0,0,0,0,0,0,56,0,,No,No,No,No,No,Yes,No,No,No,No,
M/I Homes of Austin - Goodnight Ranch PUD,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,8708 Slater Drive,,,,Neither,46,18,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,1,,5/12/2016,,$0.00 ,,0,0,0,0,0,18,0,28,0,,No,No,No,No,No,No,Yes,No,No,No,
The Villages at Goodnight,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,,,,,Neither,312,312,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,1/12/2016,,$0.00 ,,0,0,0,312,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,
Goodnight Ranch PUD,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,,,,,Neither,3584,1247,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,1,,11/9/2004,,$0.00 ,,0,0,0,0,0,1247,0,2337,0,,No,No,No,No,No,No,Yes,No,No,No,
Plyler Resubdivision Home,The Plylers,Guadalupe Neighborhood Development Corporation,1022 E 7th Street,78702,1,Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Cancelled,,1,,5/2/2008,,$0.00 ,,0,0,0,0,0,1,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.265723000000001, -97.730440999999999)"
5006 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5006 West Wind Trail,,5,Moderate,1/4 Mile,4,3,Single Family,RHDA,Rental,Affordability Period Expired,,0,,,,$0.00 ,,0,0,3,0,0,0,0,1,257775,201.81,No,No,No,No,No,No,No,No,No,No,"(30.226519, -97.804519999999997)"
Guadalupe-Jeremiah Housing,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1200 Paul Teresa Saldana Street,,3,Very Low,1/4 Mile,35,35,Single Family,RHDA,Rental,Project Certified / Loan Executed,,0,,,,$0.00 ,,0,0,35,0,0,0,0,0,2000000,463.38,No,No,No,No,No,No,No,No,No,No,"(30.269266999999999, -97.703013999999996)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,2808 Gonzales Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,4/9/2010,,$0.00 ,,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.260303, -97.708853000000005)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1100 E Cesar Chavez Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,4/9/2010,,$0.00 ,,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.260421999999998, -97.733340999999996)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1103 Clermont Avenue,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,4/9/2010,,$0.00 ,,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.254405999999999, -97.735982000000007)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1902 Willow Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,4/9/2010,,$0.00 ,,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.256356, -97.724598999999998)"
Westgate Ridge Multifamily,"Songhai Development Company, LLC","Pedcor Investments-2015 CXLVIII, LP",8700 Westgate Boulevard,78745,,High,1/4 Mile,140,140,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,5,,5/27/2014,,$0.00 ,,0,0,4,136,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.192696999999999, -97.832657999999995)"
SafePlace 14 Unit Expansion,Safeplace,SafePlace,Undisclosed,78741,3,Low,1/4 Mile,14,14,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,2/28/2001 0:00,20,2/28/2021 0:00,,5/1/2001,$0.00 ,,0,0,14,0,0,0,0,0,500000,253.55,No,No,No,No,No,No,No,No,No,No,"(30.231370999999999, -97.705841000000007)"
The Aviary,"Equitable Green Group, Inc","Equitable Green Group, Inc",6909 Hudson Street,78721,1,Very Low,Neither,20,1,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,1/28/2016,,$0.00 ,,0,0,0,0,0,1,0,19,0,,No,No,No,No,No,No,No,No,No,No,"(30.268961000000001, -97.669933)"
2100 Rio,Scannell Development Company,Scannell Development Company,2100 Rio Grande Street,78705,9,High,1/4 Mile,109,11,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,9/20/2016,,$0.00 ,,0,0,0,11,0,0,0,98,0,,No,No,No,No,No,No,Yes,No,Yes,No,"(30.284272000000001, -97.745293000000004)"
AHFC - SF,Undisclosed,Austin Housing Finance Corporation,Undisclosed,78721,3,,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,1,,9/21/2016,,$0.00 ,,0,0,0,0,0,1,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.267710000000001, -97.681184999999999)"
Milestone Community Builders,Carma Easton LLC,Carma Easton LLC,,,,Very Low,Neither,52,0,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,9/19/2016,,$0.00 ,,0,0,0,0,0,0,0,52,0,,No,No,No,No,No,Yes,No,No,No,No,
"Buffington Homebuilding Group, LTD, DBA Buffingtion Homes",Carma Easton LLC,Carma Easton LLC,,,2,Very Low,Neither,1,0,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,9/21/2016,,$0.00 ,,0,0,0,0,0,0,0,1,0,,No,No,No,No,No,Yes,No,No,No,No,
5803-D Sweeney Circle,Green Doors,Green Doors,5803 Sweeney Circle,78723,1,Very Low,1/4 Mile,1,1,FourPlex,Developer Incentive,Rental,Building Permit Issued / Project Underway,,5,,5/23/2016,,$0.00 ,,0,0,0,1,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.304963000000001, -97.678978999999998)"
Blackland CDC - AlleyFlats,Blackland Community Development Corporation,Blackland Community Development Corporation,2203 Salina Street,78722,1,Moderate,1/4 Mile,1,1,ADU,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,6/29/2016,,$0.00 ,,0,0,1,0,0,0,0,0,0,,No,No,No,No,No,No,No,No,No,No,"(30.283010000000001, -97.722696999999997)"
Goodwin Avenue 7-Acre Project,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,2801 Mary Helen Lopez Street,78702,3,Very Low,1/4 Mile,95,95,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,4/21/2010,,$0.00 ,,0,0,24,48,0,23,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.269285, -97.703002999999995)"
SMART - SF,Manet-Avilleira & Lage,Manet-Avilleira & Lage,Undisclosed,78723,,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Building Permit Issued / Project Underway,,1,,2/11/2015,,$0.00 ,,0,0,0,0,0,1,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.311426999999998, -97.681441000000007)"
Rebekah Baines Johnson Center,"Southwest Strategies Group, Momark Development and Austin Geriatric Center","DMA Development Company, LLC",21 Waller Street,78723,3,Very Low,1/4 Mile,1051,491,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,9/22/2016,,$0.00 ,,40,0,141,310,0,0,0,560,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.253439, -97.733152000000004)"
2200 Nueces Street,Capstone Collegiate-Communities,Capstone Collegiate-Communities,2200 Nueces Street,78705,9,Very High,1/4 Mile,443,44,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,9/23/2016,,$0.00 ,,0,0,0,44,0,0,0,399,0,,No,No,No,No,No,No,Yes,No,Yes,No,"(30.285401, -97.744187999999994)"
East Avenue Apartments,"East Avenue Town Lake, LLC","East Avenue Town Lake, LLC",16 N IH 35,78701,9,Low,1/4 Mile,223,7,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,9/23/2016,,"$546,070.00 ",,0,0,0,0,0,7,0,216,0,,No,Yes,Yes,No,No,No,No,No,No,No,"(30.252783000000001, -97.736654000000001)"
Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,2504 Magin Meadow Drive,78744,2,Very Low,1/4 Mile,16,16,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,1,,5/30/2012,,$0.00 ,,0,0,0,16,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.179798999999999, -97.761360999999994)"
The Standard at Austin,,Landmark Properties,715 W 23rd Street,78705,9,,1/2 Mile,952,95,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,10/18/2016,,$0.00 ,,0,0,0,0,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,Yes,No,"(30.286992000000001, -97.745828000000003)"
Mosaic at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,4600 Mueller Boulevard,78723,9,,Neither,441,110,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/21/2009 0:00,50,12/21/1959 0:00,6/13/2007,12/21/2009,$0.00 ,,0,0,0,0,0,110,0,331,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.298876, -97.707921999999996)"
Nightingale at Goodnight Ranch,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,Nuckols Crossing Rd and Vertex,78744,,,Neither,174,139,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,,,$0.00 ,,0,0,0,0,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,
Overture Mueller Apartments,"Catellus Austin, LLC",Catellus Austin LLC,4818 Berkman Drive,78723,9,Moderate,Neither,201,30,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,50,,9/29/2015,,$0.00 ,,0,0,0,30,0,0,0,171,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.300699999999999, -97.700429999999997)"
Waters at Ft. Dessau,Atlantic Housing Foundation,Atlantic Housing Foundation,1621 Fish Lane,78754,7,,Neither,240,192,Multifamily,Developer Incentive,Rental,Application Received / Under Review,,0,,,,$0.00 ,,0,0,0,0,0,0,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.40531, -97.639050999999995)"
Wildflower Terrace,"Catellus Austin, LLC",Catellus Austin LLC,3801 Berkman Drive,78723,9,Moderate,1/4 Mile,201,171,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,4/9/2012 0:00,99,4/9/2011 0:00,2/25/2009,4/27/2012,$0.00 ,,26,0,60,85,0,0,0,30,2000000,1248.24,No,No,No,Yes,No,No,Yes,No,No,No,"(30.2909045, -97.698440300000001)"
Aldrich 51,"Catellus Austin, LLC",Catellus Austin LLC,2604 Aldrich Street,78723,9,Moderate,Neither,240,219,Multifamily,RHDA,Rental,Building Permit Issued / Project Underway,,40,,1/15/2013,,$0.00 ,,15,0,48,156,0,0,0,21,4000000,891.9,No,No,No,Yes,No,No,Yes,No,No,No,"(30.298179999999999, -97.707336999999995)"
Amli at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,1900 Simond Avenue,78723,9,High,1/4 Mile,279,42,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/1/2015 0:00,50,10/1/1965 0:00,11/20/2012,10/1/2015,$0.00 ,,0,0,0,42,0,0,0,237,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.297170000000001, -97.703698000000003)"
Amli at Mueller II,"Catellus Austin, LLC",Catellus Austin LLC,,,,,Neither,318,48,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,5,,5/21/2015,,$0.00 ,,0,0,0,48,0,0,0,270,0,,No,No,No,Yes,No,No,Yes,No,No,No,
Robert Mueller Municipal Airport (MDA),"Catellus Austin, LLC",Catellus Austin LLC,,,9,Moderate,Neither,659,0,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,0,,5/18/2006,,$0.00 ,,0,0,0,0,0,0,0,659,0,,No,No,No,Yes,No,No,Yes,No,No,No,
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/29/2015 0:00,99,6/29/2014 0:00,2/14/2011,,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270751000000001, -97.731030000000004)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/30/2015 0:00,99,6/30/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270713000000001, -97.730902)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Cancelled,,99,,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270282000000002, -97.730693000000002)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Cancelled,,99,,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270793999999999, -97.730705)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/17/2015 0:00,99,7/17/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270771, -97.730576999999997)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/15/2015 0:00,99,7/15/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270766999999999, -97.730418999999998)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/30/2015 0:00,99,6/30/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270734999999998, -97.730199999999996)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/30/2015 0:00,99,6/30/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270865000000001, -97.727586000000002)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/23/2015 0:00,99,6/23/2014 0:00,2/14/2011,10/9/2013,$0.00 ,,0,0,0,0,0,1,0,0,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270633, -97.729950000000002)"
Levander Loop,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Levander Loop,78702,3,,Neither,100,40,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,8/30/2010,,$0.00 ,,0,0,0,40,0,0,0,60,0,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.252784999999999, -97.690419000000006)"
West Koenig Flats,"Bel Koenig Flats, LLC","Stillwater Hyde Park Development, LLC",5608 Ave F,78751,4,,Neither,210,21,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/1/2018 0:00,40,11/1/1958 0:00,11/15/2016,3/16/2016,$0.00 ,,0,0,0,0,0,21,0,189,0,,No,No,No,No,No,No,No,No,No,Yes,"(30.321814, -97.719384000000005)"
Elysian at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,4650 Mueller Boulevard,78723,9,,Neither,302,76,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,5/9/2014 0:00,50,5/9/1964 0:00,11/14/2007,5/9/2014,$0.00 ,,0,0,0,0,0,76,0,226,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.299166, -97.707065999999998)"
Arnold 2,Transwestern,Transwestern,1614 E 6th Street,78702,3,,1/4 Mile,115,20,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,,,$0.00 ,,0,0,0,20,0,0,0,95,0,,No,No,No,No,No,No,No,Yes,No,No,"(30.262979999999999, -97.725487000000001)"
The Residences at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",11400 Domain Drive,78758,7,Moderate,1/4 Mile,82,8,Multifamily,Developer Incentive,Rental,Affordability Period Expired,6/1/2007 0:00,5,6/1/2012 0:00,5/15/2003,6/1/2007,,,0,0,0,0,8,0,0,74,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.400623, -97.724930000000001)"
The Villages at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",11011 Domain Drive,78758,7,Moderate,1/4 Mile,165,17,Multifamily,Developer Incentive,Rental,Affordability Period Expired,3/25/2010 0:00,5,3/25/2015 0:00,5/15/2003,3/25/2010,,,0,0,0,0,17,0,0,148,0,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.396505999999999, -97.725756000000004)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/24/2010 0:00,30,8/24/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.258528999999999, -97.685360000000003)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/24/2010 0:00,30,6/24/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.258945000000001, -97.684944999999999)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/11/2010 0:00,30,6/11/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.259177999999999, -97.684434999999993)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/31/2010 0:00,30,8/31/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.259173000000001, -97.684306000000007)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/31/2010 0:00,30,8/31/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.258237000000001, -97.684942000000007)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/10/2010 0:00,30,6/10/2040 0:00,,,,,0,0,0,0,0,1,0,0,83260,0,No,No,No,No,No,No,Yes,No,No,No,"(30.258915999999999, -97.683764999999994)"
ACDDC - Alley Flat,Lorri Haden,Austin Community Design and Development Center,,78757,7,,Neither,1,1,Single Family,RHDA,Rental,Project Certified / Loan Executed,,0,,12/12/2016,,,,0,0,0,0,0,1,0,0,0,,No,No,No,No,No,No,Yes,No,No,No,"(30.338875000000002, -97.728432999999995)"
HPI-Domain Office,HPI Real Estate Services & Investments,Big Red Dog,10721 Domain Drive,78758,7,Moderate,Neither,0,0,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,0,,12/17/2015,,"$514,785.84 ",,0,0,0,0,0,0,0,0,0,,No,No,No,No,Yes,No,No,No,No,No,"(30.395430000000001, -97.726733999999993)"
North Shore Apartments (GWTP MDA),TCC/CVI Development Group,"TC Green Water Master Developer, LLC",110 San Antonio Street,78701,9,Low,1/4 Mile,439,50,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,9/30/2016 0:00,40,9/30/1956 0:00,6/6/2012,9/30/2016,,,0,0,0,0,0,50,0,389,0,,No,No,No,Yes,No,No,No,No,No,No,"(30.265384999999998, -97.749562999999995)"
